,Age,MP,Starts,Min,90s,Player,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasProg,PasAtt,PasCmp,Assists,PasAss,PPA,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,Fls,Fld,Off,AerWon,AerLost,AerWon%
256,27,20,12,1193,13.3,Saïd Benrahma,3,2.86,0.83,28.9,0.03,0.09,22.4,0.23,0.15,0.15,27.8,34.6,80.4,3.46,34.6,27.8,0.08,2.11,0.83,4.51,3.38,0.08,0.6,0.3,0.15,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,1.05,0.45,0.3,0.98,30.8,0.68,0.9,0.08,0.83,0.45,1.5,0.68,0.0,47.4,31.0,226.5,110.2,4.36,2.33,1.5,2.63,1.73,35.3,11.6,0.0,0.0,0.6,0.68,0.38,0.23,0.45,33.3
257,27,18,18,1608,17.9,Ramy Bensebaini,5,1.4,0.45,32.0,0.16,0.5,16.9,0.11,0.06,0.06,40.3,52.7,76.5,3.52,52.7,40.3,0.0,0.56,0.95,1.28,0.89,0.06,0.06,0.28,0.0,0.0,0.11,0.06,0.0,0.0,0.06,0.0,0.0,1.56,1.01,1.23,1.62,75.9,0.39,1.56,0.56,1.01,1.17,2.74,3.74,0.06,66.1,31.6,142.7,56.8,1.51,0.56,0.5,1.12,0.73,35.7,3.69,0.17,0.0,0.95,1.73,0.11,2.51,1.34,65.2
258,28,18,17,1518,16.9,Nabil Bentaleb,2,1.18,0.36,30.0,0.1,0.33,26.5,0.36,0.0,0.0,54.7,67.8,80.7,6.86,67.8,54.7,0.18,1.12,0.41,2.49,1.48,0.71,0.18,0.06,0.06,0.0,0.24,0.12,0.12,0.0,0.0,0.0,0.0,3.25,1.72,1.48,2.31,64.1,0.83,1.18,0.24,0.95,1.72,4.97,1.07,0.12,79.1,58.2,326.3,147.9,1.12,2.19,0.12,0.83,0.77,52.2,0.18,0.06,0.0,1.54,1.78,0.0,1.12,0.65,63.3
259,25,18,17,1500,16.7,Rodrigo Bentancur,5,0.9,0.54,60.0,0.33,0.56,15.8,0.0,0.0,0.0,44.1,52.6,83.8,4.49,52.6,44.1,0.12,0.66,0.54,2.04,1.62,0.0,0.06,0.12,0.06,0.18,0.3,0.12,0.0,0.0,0.06,0.0,0.12,2.69,1.68,0.9,1.5,60.0,0.6,1.68,0.9,0.78,1.2,3.89,1.32,0.0,64.0,34.6,179.4,86.3,1.56,0.84,0.06,1.32,1.02,43.7,1.14,0.48,0.0,1.44,0.48,0.0,0.9,0.96,48.4
260,35,12,12,1046,11.6,Karim Benzema,9,4.05,1.38,34.0,0.13,0.38,16.2,0.17,0.26,0.34,40.8,47.8,85.4,5.6,47.8,40.8,0.26,2.5,1.9,4.66,3.97,0.09,0.26,0.17,0.17,0.0,0.26,0.26,0.0,0.0,0.0,0.0,0.0,0.52,0.34,0.0,0.43,0.0,0.43,0.69,0.0,0.69,0.09,0.6,0.17,0.0,57.3,36.0,165.2,82.0,2.84,1.9,1.29,1.47,1.21,48.2,7.24,0.09,0.0,0.6,0.34,1.29,0.43,0.43,50.0
261,28,13,10,914,10.2,Domenico Berardi,4,4.31,0.78,18.2,0.05,0.25,22.8,0.39,0.2,0.29,29.5,43.4,67.9,5.78,43.4,29.5,0.29,2.06,2.65,4.51,3.43,0.59,0.2,0.2,0.1,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.0,1.27,0.98,0.69,1.96,35.0,1.27,0.29,0.0,0.29,0.88,2.16,0.88,0.0,56.1,36.4,161.5,71.7,2.25,1.37,0.88,2.65,1.57,43.6,10.7,0.39,0.0,1.57,1.96,0.49,0.49,1.08,31.3
262,33,12,11,946,10.5,Yuri Berchiche,0,1.24,0.29,23.1,0.0,0.0,22.9,0.0,0.0,0.0,47.0,57.6,81.7,6.19,57.6,47.0,0.1,0.76,1.62,2.1,1.71,0.29,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.0,1.24,1.05,1.71,61.1,0.67,1.71,0.57,1.14,1.52,3.52,2.38,0.1,68.7,36.5,177.8,94.2,2.0,1.52,0.19,0.95,0.67,38.8,3.43,0.57,0.1,1.43,1.24,0.19,1.71,0.95,64.3
263,27,20,16,1366,15.2,Álex Berenguer,3,1.97,0.66,33.3,0.1,0.3,16.8,0.07,0.0,0.0,24.1,35.5,68.1,3.03,35.5,24.1,0.07,1.84,1.25,2.96,1.51,0.92,0.07,0.26,0.07,0.13,0.13,0.07,0.0,0.0,0.07,0.0,0.0,2.24,1.45,0.92,2.17,42.4,1.25,1.18,0.07,1.12,0.26,2.5,0.33,0.0,48.8,27.5,154.2,61.1,2.11,1.84,1.32,2.57,1.71,32.7,9.61,0.0,0.0,1.91,1.12,0.79,1.51,1.51,50.0
264,30,15,15,1198,13.3,Bartosz Bereszy?ski,0,0.23,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,35.4,48.4,73.1,3.31,48.4,35.4,0.0,0.23,0.75,0.6,0.45,0.0,0.0,0.08,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,1.35,1.28,1.8,70.8,0.53,1.35,0.3,1.05,1.58,3.68,1.88,0.0,57.1,24.7,123.5,64.7,1.5,1.2,0.08,0.9,0.38,26.6,3.01,0.08,0.0,0.98,0.75,0.0,1.35,0.83,62.1
265,25,3,0,25,0.3,Patrick Berg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.7,66.7,85.0,10.0,66.7,56.7,0.0,3.33,3.33,6.67,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0,3.33,0.0,0.0,0.0,3.33,3.33,0.0,0.0,76.7,56.7,276.7,96.7,0.0,0.0,0.0,3.33,0.0,53.3,13.3,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0
266,23,18,5,629,7.0,Mitchell van Bergen,0,2.43,1.29,52.9,0.0,0.0,18.7,0.0,0.0,0.0,16.1,25.9,62.4,1.43,25.9,16.1,0.14,1.86,1.14,2.71,1.86,0.29,0.14,0.14,0.14,0.14,0.43,0.14,0.0,0.0,0.14,0.14,0.0,1.71,0.71,0.86,2.0,42.9,1.14,0.86,0.29,0.57,0.57,2.29,0.86,0.0,38.4,27.3,255.6,129.7,4.14,3.14,1.57,1.86,0.86,23.1,7.14,0.14,0.0,1.0,1.0,0.43,0.29,0.86,25.0
267,24,14,14,1143,12.7,Mergim Berisha,6,2.91,0.79,27.0,0.11,0.4,18.9,0.31,0.16,0.24,9.53,20.8,45.8,1.57,20.8,9.53,0.31,1.5,0.47,2.44,0.87,1.02,0.16,0.24,0.08,0.08,0.47,0.16,0.24,0.08,0.0,0.0,0.0,0.55,0.24,0.16,0.39,40.0,0.24,0.79,0.0,0.79,0.0,0.55,1.26,0.0,33.1,15.4,77.6,27.2,1.18,1.02,0.63,2.68,1.65,18.7,5.67,0.63,0.08,1.73,1.26,0.94,2.44,3.7,39.7
268,33,7,7,630,7.0,Quentin Bernard,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.3,59.6,77.7,3.86,59.6,46.3,0.14,1.0,0.86,1.57,1.43,0.14,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.0,1.29,1.0,1.0,2.14,46.7,1.14,1.29,0.14,1.14,2.14,3.43,2.43,0.0,67.6,46.3,223.9,103.1,0.57,2.14,0.0,0.29,0.14,41.4,2.0,0.0,0.0,0.86,0.43,0.0,0.43,1.14,27.3
269,25,14,14,1260,14.0,Paul Bernardoni,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,25.2,70.0,0.0,25.2,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,100.0,0.0,0.0,0.0,0.0,0.0,0.07,0.29,0.07,28.1,16.7,78.9,53.6,0.0,0.0,0.0,0.0,0.0,9.29,0.0,0.0,0.0,0.07,0.0,0.0,0.36,0.07,83.3
270,29,17,11,994,11.0,Juan Bernat,1,0.45,0.36,80.0,0.2,0.25,11.7,0.0,0.0,0.0,53.1,57.2,92.8,1.73,57.2,53.1,0.18,1.27,0.45,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.45,2.45,59.3,1.0,0.64,0.09,0.55,0.45,2.45,1.0,0.0,64.5,49.0,239.9,104.5,1.36,0.91,0.73,0.55,0.55,47.0,8.27,0.09,0.0,0.45,0.55,0.0,0.36,0.36,50.0
271,20,2,2,170,1.9,Victor Bernth Kristiansen,0,0.53,0.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,33.2,50.5,65.6,3.68,50.5,33.2,0.0,1.05,0.53,3.16,2.63,0.0,0.0,0.53,0.0,0.0,1.05,1.05,0.0,0.0,0.0,0.0,0.0,6.32,4.74,3.16,3.16,100.0,0.0,0.53,0.0,0.53,0.0,6.32,4.21,0.0,63.7,29.5,166.3,98.9,3.16,2.11,0.0,1.05,1.05,28.9,1.58,0.0,0.0,0.0,0.53,0.0,0.53,2.11,20.0
272,33,2,0,23,0.3,Jason Berthomier,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.3,63.3,100.0,3.33,63.3,63.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,53.3,230.0,66.7,0.0,0.0,0.0,0.0,0.0,56.7,6.67,0.0,0.0,0.0,0.0,0.0,0.0,3.33,0.0
273,25,21,13,1203,13.4,Beto,7,2.31,0.9,38.7,0.23,0.58,12.0,0.0,0.0,0.0,8.51,13.7,62.0,0.45,13.7,8.51,0.07,0.9,0.15,1.87,1.34,0.0,0.22,0.15,0.15,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.97,0.67,0.22,0.6,37.5,0.37,0.82,0.07,0.75,0.15,1.12,1.12,0.0,28.5,16.4,65.5,22.8,0.97,0.6,0.75,5.0,2.01,21.3,5.52,0.07,0.0,1.64,1.19,0.3,3.36,2.91,53.6
274,19,1,0,9,0.1,Owen Bevan,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,30.0,66.7,0.0,30.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,29,15,13,1243,13.8,Matteo Bianchetti,1,0.43,0.29,66.7,0.17,0.25,10.6,0.0,0.0,0.0,29.9,38.9,76.7,2.03,38.9,29.9,0.0,0.29,0.36,0.72,0.43,0.22,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.72,0.87,1.45,60.0,0.58,1.59,1.01,0.58,0.72,2.03,5.0,0.0,49.5,22.4,105.3,56.2,0.29,0.07,0.0,0.22,0.14,24.7,0.22,0.07,0.0,0.87,0.22,0.0,2.25,1.59,58.5
276,20,3,2,112,1.2,Alessandro Bianco,0,1.67,0.83,50.0,0.0,0.0,25.2,0.0,0.0,0.0,38.3,45.0,85.2,5.0,45.0,38.3,0.0,0.83,0.83,2.5,1.67,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.83,1.67,1.67,100.0,0.0,0.83,0.0,0.83,0.0,2.5,0.0,0.0,53.3,28.3,144.2,77.5,2.5,0.0,0.0,1.67,3.33,39.2,1.67,0.0,0.0,2.5,2.5,0.0,0.83,0.83,50.0
277,22,2,0,17,0.2,Giulian Biancone,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,105.0,71.4,0.0,105.0,75.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,5.0,5.0,100.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,125.0,50.0,380.0,305.0,10.0,5.0,0.0,0.0,0.0,65.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,100.0
278,33,2,0,59,0.7,Ermin Bi?ak?i?,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,48.6,82.4,1.43,48.6,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,1.43,4.29,33.3,2.86,2.86,1.43,1.43,4.29,5.71,1.43,0.0,65.7,40.0,140.0,55.7,0.0,1.43,0.0,1.43,0.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0,2.86,1.43,66.7
279,32,17,16,1278,14.2,Pedro Bigas,0,0.85,0.35,41.7,0.0,0.0,19.2,0.0,0.0,0.0,37.4,46.9,79.7,3.73,46.9,37.4,0.0,0.0,0.07,0.63,0.35,0.0,0.07,0.07,0.07,0.07,0.14,0.0,0.0,0.0,0.07,0.07,0.0,1.55,0.85,0.63,1.13,56.3,0.49,0.99,0.42,0.56,1.62,3.17,3.94,0.0,57.0,32.7,179.1,106.7,0.99,0.85,0.0,0.35,0.28,33.9,0.0,0.21,0.14,0.63,0.7,0.0,1.13,0.49,69.6
280,24,17,17,1383,15.4,Jaka Bijol,2,0.65,0.19,30.0,0.2,0.67,9.1,0.0,0.0,0.0,34.8,41.4,84.0,2.01,41.4,34.8,0.0,0.13,0.0,0.45,0.39,0.0,0.0,0.06,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,1.04,0.65,0.45,0.65,70.0,0.19,1.49,0.78,0.71,0.97,2.01,6.3,0.0,53.6,27.5,131.4,61.0,0.13,0.26,0.06,0.26,0.13,28.6,0.19,0.26,0.0,0.65,0.13,0.0,2.92,1.88,60.8
281,21,15,11,935,10.4,El Bilal Touré,4,2.31,1.06,45.8,0.17,0.36,11.0,0.0,0.0,0.0,13.6,19.1,70.9,0.87,19.1,13.6,0.19,1.06,0.19,2.69,2.12,0.0,0.1,0.29,0.19,0.0,0.19,0.19,0.0,0.0,0.0,0.0,0.0,0.29,0.19,0.0,0.19,0.0,0.19,0.38,0.1,0.29,0.0,0.29,1.63,0.0,30.6,14.6,72.0,34.9,1.15,1.06,0.58,3.65,0.48,19.5,4.04,0.0,0.0,2.21,0.29,1.15,3.27,3.17,50.7
282,21,3,1,91,1.0,El Bilal Touré,0,1.0,1.0,100.0,0.0,0.0,26.1,0.0,0.0,0.0,16.0,20.0,80.0,1.0,20.0,16.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,29.0,13.0,61.0,15.0,0.0,0.0,0.0,1.0,2.0,17.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,6.0,33.3
283,26,21,19,1555,17.3,Philip Billing,4,1.16,0.58,50.0,0.2,0.4,19.6,0.17,0.0,0.0,23.3,31.2,74.8,2.2,31.2,23.3,0.06,0.75,0.29,1.68,1.27,0.0,0.23,0.12,0.06,0.0,0.23,0.17,0.0,0.0,0.06,0.0,0.0,2.2,1.21,0.58,1.16,50.0,0.58,1.62,0.29,1.33,1.04,3.24,1.73,0.0,43.1,22.8,118.8,54.9,1.33,1.1,0.23,1.56,1.5,27.8,3.47,0.12,0.0,1.04,1.27,0.17,1.85,1.16,61.5
284,29,1,0,23,0.3,Jean-Claude Billong,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,113.3,97.1,13.3,113.3,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,3.33,0.0,3.33,3.33,0.0,0.0,116.7,96.7,526.7,186.7,0.0,0.0,0.0,0.0,0.0,86.7,0.0,0.0,0.0,0.0,0.0,0.0,6.67,6.67,50.0
285,30,20,19,1622,18.0,Cristiano Biraghi,0,0.78,0.06,7.1,0.0,0.0,25.9,0.33,0.0,0.06,51.9,72.1,72.0,6.06,72.1,51.9,0.11,3.17,1.44,4.89,2.17,2.61,0.06,0.06,0.0,0.0,0.22,0.11,0.11,0.0,0.0,0.0,0.0,2.17,1.28,1.28,1.94,65.7,0.67,0.89,0.28,0.61,0.28,2.44,1.44,0.06,79.4,36.7,165.5,95.0,2.44,1.94,0.22,0.72,0.28,44.2,4.22,0.0,0.0,0.89,1.28,0.06,0.61,0.89,40.7
286,23,18,10,880,9.8,Samuele Birindelli,0,1.22,0.31,25.0,0.0,0.0,17.1,0.0,0.0,0.0,37.1,51.0,72.8,2.55,51.0,37.1,0.1,1.43,1.22,2.65,2.24,0.0,0.1,0.2,0.1,0.0,0.41,0.41,0.0,0.0,0.0,0.0,0.0,2.04,1.02,1.33,1.73,76.5,0.41,1.73,0.51,1.22,1.22,3.27,1.63,0.0,62.7,31.8,210.1,109.6,3.98,2.35,0.41,1.73,0.71,38.7,8.88,0.31,0.0,0.82,0.92,0.2,0.2,0.51,28.6
287,24,14,1,268,3.0,Veljko Birman?evi?,0,2.0,0.33,16.7,0.0,0.0,22.6,0.0,0.0,0.0,20.3,30.3,67.0,4.67,30.3,20.3,0.0,0.67,0.67,2.67,1.67,0.0,0.0,0.0,1.0,0.0,0.67,0.33,0.0,0.0,0.0,0.33,0.0,3.33,2.33,2.33,4.67,50.0,2.33,3.0,0.67,2.33,1.67,5.0,0.0,0.0,46.0,34.7,209.3,95.0,4.33,2.33,2.33,2.33,0.67,33.0,9.33,0.0,0.0,1.0,2.0,0.0,0.33,2.33,12.5
288,17,6,3,235,2.6,Tom Bischof,0,1.92,0.38,20.0,0.0,0.0,21.9,0.0,0.0,0.0,23.1,30.4,75.9,3.85,30.4,23.1,0.0,1.92,1.15,2.69,1.92,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.46,2.31,1.92,2.31,83.3,0.38,1.54,0.0,1.54,0.0,3.46,0.0,0.0,46.5,25.8,119.6,62.3,2.69,3.85,0.38,2.31,1.54,27.7,3.46,0.0,0.0,2.69,1.92,0.0,0.0,1.15,0.0
289,26,20,8,814,9.0,Yves Bissouma,0,0.56,0.0,0.0,0.0,0.0,26.2,0.0,0.0,0.0,57.1,63.4,90.0,5.0,63.4,57.1,0.0,0.89,0.44,2.78,2.22,0.0,0.11,0.11,0.11,0.22,0.11,0.11,0.0,0.0,0.0,0.0,0.0,1.33,1.11,0.22,0.78,28.6,0.56,1.33,0.56,0.78,1.0,2.33,0.78,0.0,71.0,41.2,223.4,90.7,1.11,0.89,0.0,1.44,0.56,51.7,0.78,0.56,0.0,1.56,0.78,0.11,0.67,0.67,50.0
290,24,11,5,461,5.1,Kristijan Bistrovi?,0,1.57,0.2,12.5,0.0,0.0,24.4,0.78,0.0,0.0,19.8,27.5,72.1,3.14,27.5,19.8,0.0,1.18,0.39,1.96,0.59,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.2,0.0,0.78,0.0,0.78,0.59,0.0,0.59,0.0,0.59,0.78,0.0,33.1,16.3,74.1,23.3,0.78,0.2,0.0,0.59,0.98,19.4,1.57,0.0,0.0,0.39,0.78,0.2,0.39,0.98,28.6
291,29,14,12,860,9.6,Leonardo Bittencourt,2,1.35,0.63,46.2,0.15,0.33,22.0,0.1,0.0,0.0,29.2,41.0,71.1,2.92,41.0,29.2,0.0,0.52,0.83,2.08,0.94,0.0,0.21,0.1,0.63,0.21,0.1,0.0,0.0,0.0,0.0,0.1,0.0,2.29,1.25,0.83,1.88,44.4,1.04,0.63,0.0,0.63,0.83,3.13,0.42,0.0,53.1,33.4,179.2,71.5,2.29,1.98,0.31,2.6,0.83,36.9,5.31,0.52,0.0,2.92,2.08,0.31,0.21,1.04,16.7
292,31,21,21,1890,21.0,Marco Bizot,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.9,27.7,71.8,0.0,27.7,19.9,0.0,0.0,0.05,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.81,0.1,31.0,18.3,94.8,45.8,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.14,0.0,0.0,0.1,0.0,0.19,0.05,80.0
293,22,3,2,158,1.8,Blanco,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7,33.9,93.4,1.11,33.9,31.7,0.0,0.56,0.56,1.11,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,2.22,2.22,3.33,66.7,1.11,2.78,0.0,2.78,0.56,3.89,1.67,0.0,45.6,22.2,92.2,31.7,0.56,0.56,0.0,1.11,1.67,29.4,1.11,0.0,0.0,1.11,0.56,0.0,1.67,0.0,100.0
294,23,5,2,230,2.6,Lautaro Blanco,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.1,40.0,57.7,3.46,40.0,23.1,0.38,1.15,1.15,1.54,1.15,0.0,0.0,0.0,0.0,0.38,0.38,0.38,0.0,0.0,0.0,0.0,0.0,1.92,0.77,1.54,1.92,80.0,0.38,1.54,0.38,1.15,0.38,2.31,1.54,0.0,49.2,24.2,148.1,76.2,1.54,1.54,0.0,0.77,0.0,22.7,4.23,0.38,0.0,0.38,0.0,0.0,0.0,0.77,0.0
295,27,4,4,360,4.0,Rubén Blanco,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,38.3,78.4,0.0,38.3,30.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,29.5,142.5,71.8,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,25,22,18,1667,18.5,Ludovic Blas,4,3.3,1.03,31.1,0.03,0.11,22.9,0.16,0.11,0.16,29.7,37.2,79.7,5.03,37.2,29.7,0.05,1.35,0.92,4.27,2.76,0.59,0.43,0.43,0.05,0.0,0.22,0.16,0.0,0.0,0.05,0.0,0.0,1.62,1.14,0.59,1.46,40.7,0.86,0.76,0.05,0.7,0.7,2.32,0.32,0.0,51.6,39.8,282.9,120.4,3.24,2.22,0.97,3.03,2.49,36.7,7.51,0.11,0.0,2.0,2.0,0.11,0.49,0.97,33.3
297,31,13,13,1170,13.0,Janis Blaswich,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,39.2,88.2,0.08,39.2,34.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,40.8,26.7,97.2,48.3,0.0,0.0,0.0,0.0,0.0,24.8,0.0,0.0,0.0,0.0,0.23,0.0,0.54,0.0,100.0
298,29,17,17,1485,16.5,Miha Bla?i?,2,0.3,0.12,40.0,0.4,1.0,9.3,0.0,0.0,0.0,47.8,55.0,86.9,2.61,55.0,47.8,0.0,0.06,0.12,0.24,0.24,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.18,0.18,0.18,0.55,33.3,0.36,1.09,0.79,0.3,0.97,1.15,3.33,0.06,61.7,45.1,202.1,92.2,0.0,0.0,0.0,0.18,0.0,41.1,0.0,0.12,0.0,0.55,0.79,0.0,1.94,0.85,69.6
299,22,1,1,90,1.0,Joaquín Blázquez,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,29.0,72.4,0.0,29.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,32.0,15.0,104.0,55.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,26,20,13,1253,13.9,Alexis Blin,0,0.36,0.07,20.0,0.0,0.0,15.6,0.0,0.0,0.0,32.8,40.5,81.0,4.32,40.5,32.8,0.0,0.5,0.58,1.22,1.08,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52,1.08,1.51,2.45,61.8,0.94,1.94,0.79,1.15,1.37,3.88,4.03,0.0,54.2,22.3,109.6,57.8,0.86,0.72,0.07,1.22,0.43,28.1,1.44,0.14,0.0,1.44,1.15,0.0,1.8,2.88,38.5
301,32,2,0,37,0.4,Daley Blind,0,2.5,2.5,100.0,0.0,0.0,24.8,0.0,0.0,0.0,50.0,52.5,95.2,7.5,52.5,50.0,0.0,2.5,2.5,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,67.5,27.5,127.5,40.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2.5,0.0,0.0,5.0,2.5,66.7
302,22,4,0,58,0.6,Myron Boadu,1,1.67,1.67,100.0,1.0,1.0,3.8,0.0,0.0,0.0,3.33,10.0,33.3,0.0,10.0,3.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,21.7,16.7,45.0,6.67,0.0,0.0,0.0,5.0,1.67,21.7,0.0,0.0,0.0,5.0,1.67,1.67,5.0,6.67,42.9
303,34,6,4,315,3.5,Jérôme Boateng,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.6,46.3,79.0,1.71,46.3,36.6,0.0,0.29,0.57,0.57,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.29,0.86,33.3,0.57,1.14,0.57,0.57,1.43,2.0,4.29,0.0,55.1,36.3,156.0,56.0,0.0,0.0,0.0,0.0,0.0,34.6,0.0,0.0,0.0,0.29,0.0,0.0,2.0,0.29,87.5
